EFF_AGE,ACT_AGE,LND_SQFOOT,TOT_LVG_AREA,S_LEGAL,CONST_CLASS,IMP_QUAL,JV,LND_VAL,NO_BULDNG,NCONST_VAL,DEL_VAL,SPEC_FEAT_VAL,MonthDifference,SALE_PRC1,Target_Var
22,86,5134,1515,15-13    29-2S-26E,4,3,238680,70950,1,58202,0,1108,6,337900,0
42,73,5280,1580,6-44     33-2S-26E,3,4,169710,57408,1,0,0,0,0,80000,1
32,82,7902,1148,17-6     58-2S-26E,4,3,204681,108800,1,12888,0,633,6,215000,0
27,80,6728,1447,17-6     58-2S-26E,4,3,205297,85440,1,31223,0,0,9,258000,0
22,73,7200,2252,6-44     59-2S-26E,4,3,256039,57600,1,151512,0,3105,6,319900,0
59,59,7929,1537,31-75    14-3S-25E,3,3,82908,20000,1,0,0,633,0,80000,1
27,60,7612,1470,31-75    14-3S-25E,3,3,105732,20000,1,19411,0,0,2,137000,0
60,60,7738,1432,31-75    14-3S-25E,3,3,88320,20000,1,0,0,455,3,142000,0
55,55,10808,2206,33-93    15-3S-25E,3,3,113088,20000,1,0,0,824,0,73000,1
60,60,8447,1724,31-75    14-3S-25E,3,3,92045,20000,1,0,0,2100,1,155000,0
17,61,7505,1305,30-64    13-2S-25E,3,3,101107,16000,1,0,0,633,3,138000,0
59,59,12305,2042,32-6     13-3S-25E,3,3,101719,16000,1,0,0,857,0,72000,1
37,61,8285,1293,31-9     14-3S-25E,4,3,91575,20000,1,0,0,0,2,68300,0
61,61,7103,1438,31-21    13-3S-25E,3,3,76163,16000,1,0,0,795,1,82000,0
42,59,7998,1418,31-46   14-3S-25E,3,3,94862,20000,1,10942,0,2134,1,120000,0
60,60,9300,1624,31-46    14-3S-25E,3,3,83876,20000,1,0,0,455,3,89500,0
60,60,9222,1326,31-75    14-3S-25E,3,3,82363,20000,1,0,0,1030,2,59800,0
47,63,7534,1190,29-56    11-3S-25E,3,3,68366,14490,1,0,0,0,-4,109500,0
63,63,8080,1449,29-56    11-3S-25E,3,3,43852,14490,1,0,0,954,1,55000,0
42,60,8311,1451,31-72    13-3S-25E,3,3,88258,16000,1,1291,0,9992,7,150000,0
59,59,7649,1438,31-75    14-3S-25E  .172,3,3,81562,20000,1,0,0,0,1,110000,0
22,47,34000,3822,3-79     59-2S-26E  .78,4,4,417709,144624,1,23367,0,13704,8,479500,0
36,36,2435,1375,40-66    42-3S-26E,4,2,54866,6000,1,0,0,471,0,47000,1
6,16,3894,1494,30-2S-27E  .09,4,2,111412,13824,1,14536,0,0,9,150000,0
10,10,8652,1416,31-2S-27E  .199,4,3,131100,26883,1,13502,0,0,2,153000,0
47,72,12999,1084,18-57    36-2S-27E  .281,3,2,66637,28612,1,0,0,601,1,73700,0
47,73,9534,1028,20-37     25-2S-27E  .22,4,3,88921,27866,1,0,0,2154,0,105000,0
25,32,6035,1487,LADY LAKE  ORANGE BLOSSOM GARD,4,4,149045,37950,1,0,0,0,6,137500,0
25,31,6896,1279,LADY LAKE  ORANGE BLOSSOM GARD,4,4,162690,48000,1,0,0,0,3,244900,0
6,6,5460,1314,FRUITLAND PARK  THE VILLAGES O,4,4,184177,45000,1,0,0,0,2,230000,0
15,15,33007,2841,EUSTIS  SPRING RIDGE ESTATES S,4,4,279741,44800,1,0,0,0,2,320000,0
17,17,12462,1631,HARBOR SHORES UNIT 1 LOT 16 BL,4,4,147829,28800,1,0,0,0,5,189200,0
33,38,2663,1170,EUSTIS  WILLOW CREST SUB LOT 9,4,3,118040,15000,1,0,0,0,10,130000,0
32,33,8000,800,EUSTIS  CRICKET LAKE VILLAGE L,4,4,117526,35250,1,0,0,0,1,135100,0
25,25,11351,1250,EUSTIS  CRICKET LAKE VILLAGE 4,4,4,145192,35250,1,0,0,0,5,184300,0
33,34,12036,1540,FRUITLAND PARK  RIDGEWOOD SUB,4,3,132861,25459,1,0,0,132,2,155000,0
33,28,61043,1769,MELODY HILLS SUB UNIT TWO LOT,4,3,215903,64000,1,0,0,1038,2,220000,0
6,6,7040,2086,MINNEOLA  THE RESERVE AT MINNE,4,4,245665,51000,1,0,0,0,2,285000,1
9,9,5500,2574,MINNEOLA  RESERVE AT MINNEOLA,4,4,263098,51000,1,0,0,1698,9,318000,0
98,72,9391,572,FRUITLAND PARK FROM NE COR OF,4,2,38309,21060,1,0,0,328,0,35000,1
25,52,11214,912,FRUITLAND PARK BEG 110 FT S OF,4,4,100999,14899,1,0,0,494,5,125000,0
25,62,15000,1807,GRIFFIN SHORES LOT 114 PB 12 P,4,4,116022,18000,1,0,0,2178,5,180000,0
25,43,13911,1524,VALENCIA TERRACE LOT 12 PB 20,4,4,137822,25200,1,1845,0,0,4,169900,0
44,61,8800,1186,FRUITLAND PARK  PARK HEIGHTS L,4,4,51220,8928,1,0,0,0,1,68000,0
32,61,8800,936,FRUITLAND PARK  PARK HTS LOT 1,4,4,47073,8928,1,0,0,0,4,60000,0
25,32,430373,1344,SE 1/4 OF SW 1/4 OF NE 1/4--LE,4,4,228304,133245,1,0,0,8391,8,275000,0
8,8,6236,1841,GROVELAND  EAGLE POINTE PHASE,4,4,183060,42500,1,0,0,0,3,240000,0
7,7,6175,1932,GROVELAND  EAGLE POINTE PHASE,4,4,215216,42500,1,0,0,0,3,239900,0
15,15,5750,1750,GROVELAND  EAGLE POINTE PHASE,4,4,189001,42500,1,0,0,0,1,210000,0
15,15,10125,2252,CLERMONT  SOUTHERN FIELDS PHAS,4,4,217988,43000,1,0,0,0,0,255000,1
9,9,18033,4089,CLERMONT  HUNTER'S RUN PHASE 1,4,4,403085,64500,1,0,0,17069,1,485000,1
21,21,10790,1599,MASCOTTE  COURTNEY PARK PHASE,4,4,151247,25200,1,0,0,0,0,174900,1
27,30,11000,1652,MASCOTTE  LAKE JACKSON ESTATES,4,3,143382,24400,1,0,0,0,3,169000,0
22,22,10808,1084,MASCOTTE  COURTNEY PARK PHASE,4,4,120474,25200,1,0,0,489,4,150000,0
9,9,9630,2251,BARRINGTON ESTATES PHASE 1 SUB,4,4,227009,43010,1,0,0,0,3,251000,0
20,20,8753,1220,INDIAN FIELDS SUB LOT 18 PB 47,4,4,152184,42900,1,0,0,0,3,215000,0
19,19,9907,1252,INDIAN FIELDS SUB LOT 22 PB 47,4,4,175063,42900,1,0,0,0,3,210000,0
19,19,18023,1212,INDIAN FIELDS SUB LOT 15 PB 47,4,4,174679,42900,1,1071,0,0,4,218000,0
18,18,11198,1689,VISTA PINES SUB LOT 32 PB 51 P,4,4,184047,43010,1,2930,0,0,2,234000,0
20,20,11126,1527,CRESCENT RIDGE SUB LOT 33 PB 4,4,4,161617,42900,1,0,0,0,3,233900,0
25,27,13500,1152,MASCOTTE  WORTHINGTON PLACE SU,4,4,127165,24503,1,0,0,1078,3,169900,0
25,25,9860,2193,PALISADES PHASE I LOT 114 PB 3,4,4,249291,55000,1,0,0,16039,6,329000,0
16,16,13400,1123,FROM CENTER OF SEC RUN S 930 F,4,4,110164,18760,1,0,0,0,4,145000,0
25,30,15249,1730,HILLTOP SUB LOT 4 BLK C PB 12,4,4,131604,12000,1,24173,132,0,2,162000,0
32,57,9148,1356,CATALINA VILLAGE 5TH ADDITION,3,2,59500,9000,1,0,0,0,0,33200,1
17,28,8712,3351,SUNSET LAKES PHASE ONE-B LOT 1,3,4,279270,46000,1,2490,0,0,6,350000,0
47,108,52708,1548,PART OF LOT 1 AS DESC IN DB 63,4,2,398330,328340,1,0,0,0,0,242500,1
12,17,51401,3298,PART OF LOT 3 & PT OF NW 1/4 O,3,4,551770,313270,1,0,0,0,1,550000,0
17,39,11326,1430,SEA GATE N 1/2 OF LOT 28,4,3,105830,21000,1,0,0,0,3,124900,0
32,71,9583,1400,"CARLTON TERRACE, AMENDED PLAT",3,2,130590,55000,1,6670,0,0,-5,123500,1
37,66,12632,2260,COCOA HILLS SUBD LOT 50,3,2,62200,10000,1,0,0,0,4,66000,0
37,66,13504,1616,COCOA HILLS SUBD LOT 79,3,2,53500,10000,1,0,0,0,0,52500,1
49,66,10019,1982,COCOA HILLS SUBD LOT 99,3,2,43450,10000,1,0,0,0,0,48800,0
37,65,4356,1280,MCARTHURS UNRECORDED SUBD PT O,4,2,45110,7500,1,0,0,0,-6,45000,1
27,55,7841,2410,DIANA SHORES UNIT NO 4 LOT 23,3,3,188780,57000,1,0,0,0,3,224000,0
37,57,10890,1576,COUNTRY CLUB MANOR LOT 26 BLK,3,2,83510,14000,1,6930,0,0,0,91000,0
14,44,9148,2794,WATERWAY MANOR UNIT 2 LOT 77 B,3,3,314880,105300,1,4260,0,0,5,410000,0
17,59,9583,1599,MERRITT ISLAND VILLAGE LOT 9,3,2,111560,8000,1,15450,0,0,7,147000,0
27,59,7405,2014,HAMPTON HOMES UNIT 8 LOT 576,3,2,155360,48000,1,0,0,0,5,230000,0
22,54,8276,2198,CATALINA ISLE ESTATES UNIT 6 L,3,2,186310,58000,1,4410,0,0,5,245000,0
22,55,8276,2198,CATALINA ISLE ESTATES UNIT 6 L,3,2,183030,58000,1,4040,0,0,1,129000,0
37,55,10890,2299,DIANA SHORES UNIT NO 2 LOT 24,3,3,279430,171000,1,0,0,0,6,410000,0
32,55,7405,2055,CATALINA ISLE ESTATES UNIT 4 L,3,2,157550,58000,1,0,0,0,0,162000,0
29,61,7841,801,BEVIS SUBD LOT 8,4,1,51360,7350,1,0,0,0,6,75000,0
27,58,8712,3904,CATALINA ISLE ESTATES UNIT 2 L,3,3,345520,134000,1,0,0,0,2,285000,0
37,63,7405,1216,HAMPTON HOMES UNIT 1 LOT 32,3,2,90730,37000,1,170,0,0,2,120000,0
52,72,16117,2509,"GROVE PARK LOTS 2,3",4,2,80030,34000,1,0,117,0,6,95000,1
22,62,13068,2708,SHERWOOD FOREST SECOND DIV LOT,3,3,185640,40000,1,3030,0,0,4,225900,0
30,63,7405,1584,HAMPTON HOMES UNIT 4 LOT 129,3,2,116030,48000,1,0,159,0,5,149800,0
37,63,8276,1779,COCOA MODERN MANORS LOT 89,3,2,57070,10000,1,0,1096,0,5,49100,0
39,64,10019,2230,PINERIDGE SUBD UNIT 2 LOT 2 BL,3,2,64820,10000,1,500,0,0,8,80000,0
37,65,8276,1796,PINERIDGE SUBD LOT 6 BLK 12,3,2,56270,10000,1,0,0,0,0,65600,0
27,41,4792,1576,COUNTRY LAKE ESTS S 1/2 OF LOT,3,2,37210,5700,1,0,0,0,1,41000,0
44,58,7841,1719,MELROSE MANOR UNIT 1 LOT 4 BLK,3,2,40870,10000,1,1060,0,0,0,25000,1
17,58,7841,1860,MELROSE MANOR UNIT 1 LOT 8 BLK,3,2,85910,10000,1,0,0,0,3,105000,0
22,59,7405,1915,MERRITT RIDGE SHEET 5 LOT 19 B,3,2,154150,47000,1,0,0,0,3,185000,0
22,58,7405,1788,MERRITT RIDGE SHEET 5 LOT 21 B,3,2,144000,47000,1,0,333,0,6,180000,0
17,44,2178,1452,"OCEAN WOODS STAGE 1, REPLAT OF",3,3,180550,90000,1,0,2082,0,3,159000,0
22,43,1742,1183,OCEAN WOODS STAGE 3-B LOT 77,3,3,161710,90000,1,0,0,0,1,231000,0
22,58,1307,1116,CAPE CANAVERAL BEACH GDNS UNIT,3,2,110510,48000,1,0,0,0,6,165000,0
22,64,10019,2340,CANAVERAL SUBD LOT 20 BLK 4,3,3,346050,150000,1,610,0,0,9,400000,0
17,33,9148,3109,"LAKES OF RIDGE MANOR, THE PHAS",4,3,271620,70000,1,0,1665,0,6,315000,0
22,39,10454,2167,RIDGE MANOR ESTATES LOT 36 BLK,3,3,252520,100000,1,6430,0,0,9,297500,0
17,24,5663,2210,ISLAND CROSSINGS PHASE 2 LOT 1,3,3,184720,44000,1,0,0,0,-1,214800,0
32,64,12632,3543,CANAVERAL SUBD E 75 FT OF LOT,3,3,347400,150000,1,10810,0,0,0,336000,1
27,58,7405,1704,CARIBBEAN ISLES UNIT 1 LOT 41,3,3,145710,45000,1,0,0,0,6,135000,0
22,57,7841,1704,CARIBBEAN ISLES UNIT 2 LOT 18,4,3,166180,45000,1,0,116,0,5,215000,0
22,36,6970,2228,MORNINGSIDE HEIGHTS LOT 11 BLK,4,2,142630,23000,1,950,0,0,0,138000,1
32,61,9583,1699,MILFORD POINT BEACH SUBD LOT 1,3,2,271650,195000,1,10,0,0,0,360000,1
29,61,7405,1723,HARBOR ESTATES SEC 1 LOT 7 BLK,3,2,140570,50000,1,1370,0,0,3,150000,0
17,44,3920,1419,"VILLAS AT NEWFOUND HARBOR, THE",3,2,129150,40500,1,0,1705,0,7,160000,0
12,16,10890,3236,SUMMERS CREEK PHASE TWO LOT 85,3,4,312620,55650,1,0,188,0,3,396000,0
21,25,8625,2139,LOT 12 BLK 3 SILVER SANDS SEC,0,4,448268,126596,1,0,0,9108,0,309000,0
27,68,10875,572,LOT 11 BLK B ELLISON ACRES 2 M,0,2,106755,39011,1,0,0,75,2,110500,0
27,67,10875,1227,LOT 4 BLK C ELLISON ACRES 2 MB,0,2,142892,39011,1,0,0,0,0,58000,0
32,66,10080,1216,LOT 9 ELLISON ACRES NO 3 MB 23,0,2,134148,37080,1,0,0,239,4,159000,0
12,54,13530,1166,12 17 29 LOT 61 WEST MINNESOTA,0,3,123384,9241,1,0,0,301,0,139900,0
33,38,0,995,UNIT 44 BLDG G VILLAGE GREEN T,0,3,43587,1360,1,0,0,0,0,37500,0
63,63,7803,1510,LOT 5 OSTEEN SUB IN LOT B BLK,0,3,72774,20885,1,0,0,373,1,83900,0
50,92,7040,1602,LOT 1 F W SAMS SUB DAUGHERTYS,0,3,47583,6080,1,0,0,0,8,73000,0
38,44,8400,966,S 34 FT OF LOT 30 & LOT 31 BLK,0,3,93763,22176,1,0,0,150,5,90100,0
27,65,6050,1425,LOT 5 POINTER SUB NO 1 EXC E 1,0,3,138225,15125,1,0,0,1054,9,145800,0
35,51,9570,1110,W 145 FT OF S 30 FT OF LOT 17,0,3,116632,14999,1,0,0,5696,4,91500,0
25,45,19810,1116,N 1/2 OF LOT 39I ALVAREZ GRANT,0,3,124728,22750,1,0,0,0,9,162500,0
12,64,6180,1503,33-48-42,2,5,218040,30900,1,0,0,2730,6,235000,0
48,67,5145,914,33-48-42,2,3,104410,25730,1,0,0,2700,0,118000,1
42,47,5142,1774,33-48-42,2,3,66200,25710,1,0,0,700,0,93500,0
62,67,5147,919,33-48-42,2,3,88630,25740,1,0,0,740,0,102000,1
57,62,9656,1884,EDGEFIELD 1ST SEC 49-31 B,2,3,305830,70010,1,0,2270,17810,0,240000,1
49,54,8991,2055,EDGEFIELD 1ST SEC 49-31 B,2,3,272000,62940,1,0,0,9690,1,272000,0
49,50,8625,1907,COCONUT CREEK 2 SEC 54-29 B,2,3,288980,62530,1,0,0,4160,7,350000,0
52,53,8800,2133,COCONUT CREEK SEC 8 66-42 B,2,3,309350,63800,1,0,0,13600,2,306900,0
22,52,6000,1712,ESQUIRE LAKE ESTATES SEC 3,2,4,207060,18000,1,0,0,570,6,231000,0
52,53,7232,2493,ESQUIRE LAKE ESTATES SEC 3,2,3,204750,21700,2,0,0,1880,0,225000,0
22,52,6500,1146,ESQUIRE LAKE ESTATES SEC 3,2,4,197130,19500,1,0,0,570,7,220000,0
33,34,6276,1730,COLLIER CITY ADD NO 1,2,3,196440,18830,1,0,0,2700,0,188000,0
48,49,6185,1000,COLLIER CITY ADD 73-47 B,3,3,121040,18560,1,0,0,820,0,12000,1
51,67,5150,627,33-48-42,2,3,130110,25750,1,0,0,1330,4,140500,0
57,58,5167,1100,33-48-42,2,3,108750,25840,1,0,0,1370,0,119000,0
56,57,6215,728,33-48-42,2,3,89630,18650,1,0,0,300,-7,89900,1
65,66,7500,1134,POMPANO BEACH HIGHLANDS 2ND SE,2,3,206100,30000,1,0,0,1390,6,229000,0
65,66,7500,662,POMPANO BEACH HIGHLANDS 2ND SE,2,3,143390,30000,1,1200,0,3790,0,103000,0
52,59,7000,2053,EASTWAY PARK SEC 4 52-22 B,2,3,347700,84000,1,0,0,25490,3,445000,0
59,64,7500,2048,FLORESTA ESTATES 44-28 B,2,3,404650,60000,1,0,0,8080,5,336400,1
57,62,8691,1239,FLORESTA ESTATES 3RD SEC 47-36,2,3,285350,69530,1,0,0,750,6,325000,0
55,65,7500,2482,DEERFIELD RIDGE SEC 1 38-28 B,2,3,504000,60000,1,0,0,25610,11,560000,0
44,45,9000,2118,THE COVE 5TH SEC 39-5 B,2,3,445040,72000,1,800,0,24270,3,538000,0
62,63,7500,1935,POMPANO WATERWAY ESTATES 39-41,2,3,413250,90000,1,0,0,12520,4,435000,0
58,63,7425,1210,FAIRLAWN 41-44 B,2,3,247440,29700,1,0,0,22010,1,212000,0
60,61,9000,1795,POMPANO WATERWAY ESTATES 39-41,2,3,407030,108000,1,0,0,10270,9,352000,0
64,65,7919,1464,BEACON HEIGHTS 42-34 B,2,3,211840,31680,1,0,0,1290,4,249900,0
52,64,5000,1363,NORTH POMPANO BEACH SEC A,2,3,190450,20000,1,0,0,1170,0,239000,0
18,19,9350,5146,LIGHTHOUSE POINT 3RD SEC 33-24,2,4,2052000,467500,1,0,0,27540,4,2160000,0
56,57,9000,2305,VENETIAN ISLES 3RD SEC 47-13 B,2,3,431190,108000,1,0,0,3140,-1,448000,1
65,66,7500,991,POMPANO BEACH HIGHLANDS 2ND SE,2,3,173740,30000,1,0,0,1810,2,155500,0
65,66,7500,755,POMPANO BEACH HIGHLANDS 2ND SE,2,3,147290,30000,1,0,0,390,4,185000,0
65,66,7500,872,POMPANO BEACH HIGHLANDS 2ND SE,2,3,176490,30000,1,0,0,1540,7,220500,0
27,28,1636,1296,SECTORS 3 & 4 BOUNDARY PLAT,2,4,268380,32720,1,0,0,1210,0,285000,0
38,39,7000,1208,SUNRISE GOLF VILLAGE SEC 26,2,3,203420,47250,1,0,0,1780,7,272500,0
49,50,7805,1384,SOUTHGATE FIFTH ADD 53-8 B,2,3,251760,39030,1,0,0,6550,4,277500,0
30,31,3207,1635,SAVANNAH P.U.D. PLAT 3 142-4 B,2,3,275000,21650,1,0,0,1240,6,338000,0
15,16,34364,4561,SIEBERS COVE 172-174 B,2,5,712500,197590,1,0,0,16850,4,750000,0
3,4,1995,2359,SAWGRASS LAKES 154-2 B,2,5,385710,99750,1,0,0,2880,0,500000,1
40,41,6000,1576,SUNRISE GOLF VILLAGE,2,3,287100,40500,1,0,0,620,7,330000,0
41,42,6002,2014,SUNRISE GOLF VILLAGE,2,3,288430,40510,1,0,0,800,1,270000,0
43,44,6000,2047,SUNRISE GOLF VILLAGE SEC 24,2,3,261730,40500,1,0,0,1200,6,275500,0
41,46,6000,1617,SUNRISE GOLF VILLAGE SEC 24,2,3,266000,40500,1,0,0,580,2,280000,0
16,16,0,1986,LOT 59,4,3,166135,35000,1,0,0,2263,3,225500,0
15,15,0,3774,LOT 29,4,5,249861,25000,1,0,0,1754,4,269000,0
6,6,0,2829,LOT 187,3,3,226538,25000,1,0,0,2254,4,242800,0
5,5,0,2038,LOT 104,4,2,175306,35000,1,0,0,1782,0,245000,0
33,33,22000,1484,LOT 9,4,2,134021,35000,1,0,0,3480,5,211000,0
22,32,22000,1423,LOT 12,4,3,138956,35000,1,0,0,3325,5,183500,0
18,18,0,1795,LOT 6,4,3,156686,35000,1,0,0,2163,4,189000,1
17,32,0,2379,LOT 13,4,5,322644,95000,1,0,0,33742,1,388500,1
15,15,0,2380,LOT 33,4,3,231990,45000,1,0,0,2987,7,245000,0
22,112,47044,1457,LOT 29,4,6,127645,23760,1,0,0,1607,0,183000,1
9,9,0,2994,LOT 455,4,4,302896,57750,1,0,0,8868,4,378000,1
13,13,0,2954,LOT 213,4,3,194284,25000,1,0,0,1647,6,246500,0
17,17,0,1916,LOT 13,3,6,143848,20000,1,0,0,1692,4,170000,0
12,17,0,1800,LOT 29,3,6,140072,20000,1,0,0,1560,4,165000,0
13,13,43560,1936,PT SW1/4 OF NW1/4,4,5,188992,18000,1,0,0,0,8,245000,1
52,62,52707,1619,PT OF SE1/4 OF NE1/4 OF,4,3,98448,21780,1,0,0,185,1,50000,0
4,4,11829,2968,LOT 192,4,3,284008,45000,1,0,0,2711,0,348200,1
16,16,0,3993,LOT 105,4,4,350133,65000,1,0,0,8753,4,300300,0
18,18,0,2255,LOT 115,4,2,209010,40000,1,0,0,6466,6,215000,0
7,7,10725,2103,LOT 120,4,1,202828,40000,1,0,0,5636,0,245000,1
19,19,0,2233,LOT 14,4,5,192656,40000,1,465,0,1790,2,239000,0
7,7,14810,1489,LOT 25,4,6,151229,35000,1,0,0,2016,4,210800,0
9,9,0,3511,LOT 124,4,2,257935,40000,1,0,0,3715,0,315000,1
21,61,43560,1738,IN OR 2292/1775,4,5,167376,22000,1,0,0,2231,4,195000,0
23,23,0,2143,LOT 8,4,6,170325,31920,1,1413,0,3179,2,227600,0
4,4,7405,1484,LOT 486,4,6,150893,40000,1,0,0,1749,7,195000,0
9,9,0,2107,LOT 380,4,5,185166,40000,1,0,0,1540,0,180800,1
8,8,0,2350,LOT 446,4,5,202445,40000,1,0,0,1431,5,223000,1
14,14,0,1439,LOT 300,4,5,136567,40000,1,0,0,1951,1,168000,0
15,15,0,1625,LOT 69,4,5,145286,40000,1,0,0,1994,2,175000,0
4,4,0,1667,LOT 11,4,3,169630,20000,1,0,0,0,1,179900,0
17,17,0,1439,LOT 6,4,5,133608,40000,1,0,0,1476,1,158000,0
17,17,0,1868,LOT 23,4,5,153234,40000,1,0,0,2283,3,202000,0
19,24,0,2099,LOT 91,4,2,212549,50000,1,0,0,6286,4,254000,0
34,34,43560,811,IN OR 2304/338,4,3,88063,35000,1,0,0,306,2,81000,0
16,16,0,2931,LOT 40,4,5,248694,35000,1,1343,0,4542,2,305000,1
18,18,0,2134,LOT 123,4,5,183254,35000,1,0,0,3652,3,233000,0
16,16,40412,3962,LOTS 9 & 10,4,4,517746,100000,1,0,0,4501,2,90000,1
4,4,0,3131,LOT 23,4,5,395940,80000,1,0,0,4655,2,489000,0
21,21,0,2681,LOT 10,4,6,305679,95000,1,0,0,2799,4,325000,0
22,42,25560,2492,PT OF LOT 10(S-2) & ALL LOT 13,3,6,164485,25000,2,0,0,2227,1,230000,0
17,17,0,2504,LOT 10,4,5,242918,36750,1,0,0,9781,5,285000,0
51,52,47413,4106,FLA FRUIT LANDS CO SUB NO 1,2,3,479750,237400,1,0,0,18130,1,505000,1
43,44,7499,1924,THE COUNTRY III 85-38 B,2,3,257450,59990,1,0,0,1810,0,271000,1
19,20,15813,3388,ROLLING HILLS GOLF ESTATES,2,4,508250,121940,1,0,0,10900,6,535000,0
44,45,7500,2145,GUARDIAN ESTATES 81-41 B,2,3,338120,60000,1,0,0,11070,4,419900,0
37,38,1457,1361,PINE ISLAND LAKES TOWNHOMES,2,3,189910,26230,1,0,0,360,4,240000,0
54,55,12951,1482,SILVER LAKE 51-31 B,2,3,269700,103610,1,0,0,19190,0,290000,1
49,50,8000,2435,COOPER COLONY ESTATES SEC 2,2,3,397500,48000,1,0,0,13630,4,385000,0
51,56,7500,1042,COOPER COLONY ESTATES SEC 1,2,3,211760,60000,1,0,0,2050,6,282500,0
54,55,3965,920,COOPER COLONY ESTATES SEC 1,2,3,213840,23790,1,0,0,640,5,243000,0
50,51,8462,1315,SUMMERTIME ISLES SECOND ADD,2,3,322810,67700,1,0,0,2200,6,315000,0
44,45,10875,2299,COOPER COLONY ESTATES SEC 2,2,3,365030,87000,1,0,0,11120,0,360000,0
34,35,7509,2282,COUNTRY ADDRESS 102-1 B,2,3,346140,60070,1,0,0,11540,6,375600,0
50,51,6000,1577,SUMMERTIME ISLES SECOND ADD,2,3,316200,48000,1,0,0,760,5,340000,0
51,52,8133,1351,SUMMERTIME ISLES 66-12 B,2,3,338640,48800,1,0,0,1490,3,228000,0
17,18,3125,2685,SEAWANNA SUB PT BLK 35,2,5,464920,62500,1,0,0,5300,0,520000,0
24,25,7000,1676,TUSKEEGEE PARK 3-9 B,2,4,232660,21000,1,0,0,800,5,244900,0
71,72,5750,2314,RIVER BEND 25-50 B,2,3,187850,17250,2,0,0,0,2,170000,0
22,23,5000,1026,LINCOLN PARK CORR PLAT 5-2 B,2,4,124150,15000,1,0,0,800,0,121000,0
62,63,5528,909,SEMINOLE FOREST 14-16 B,2,3,114000,16580,1,0,0,280,10,120000,0
66,67,2500,630,LINCOLN PARK CORR PLAT 5-2 B,2,3,66950,7500,1,0,0,0,0,77000,1
63,64,5000,1195,LINCOLN PARK FIFTH ADD,2,3,131560,15000,1,0,0,0,0,130000,0
26,27,7910,1433,FIRST ADD TO TUSKEGEE PARK,2,4,159600,23730,1,0,0,3270,0,168000,0
54,55,5000,1897,LINCOLN PARK CORR PLAT 5-2 B,2,3,188240,15000,1,0,0,2160,0,174900,0
68,69,5933,1367,FIRST ADD TO TUSKEGEE PARK,2,3,114940,17800,1,0,0,700,5,220000,0
69,70,4000,957,LINCOLN PARK FIRST ADD,2,3,74090,12000,1,0,0,690,8,110500,0
18,19,1087,1648,HOLMBERG & MC KEES SUB 1-112 D,2,4,370590,25000,1,0,0,0,2,353900,0
69,70,3584,680,LINCOLN PARK FIRST ADD,2,3,75860,10750,1,0,0,260,0,125000,0
69,70,2666,680,LINCOLN PARK FIRST ADD,2,3,57860,8000,1,0,0,260,0,125000,0
69,70,2831,680,LINCOLN PARK FIRST ADD,2,3,55830,8490,1,0,0,260,0,125000,0
69,70,3565,680,LINCOLN PARK 1ST ADD,2,3,60530,10700,1,0,0,100,0,125000,0
68,69,3745,709,LINCOLN PARK FIRST ADD,2,3,67520,11240,1,0,0,270,0,125000,0
37,38,10219,3092,DORSEY PARK 4TH ADD 25-26 B,2,3,174790,71530,1,0,0,15410,-1,180200,1
64,65,7500,2282,MELROSE MANOR 40-32 B,2,3,257820,22500,1,0,0,9920,0,235000,0
51,52,6500,1477,PARK PLAZA 48-39 B,2,3,166270,19500,1,0,0,480,4,277000,0
55,57,5500,1507,RIVERSIDE PARK ADD AMEN PLAT,2,3,259330,30250,1,0,0,13430,6,315000,0
66,67,6064,1102,WESTWOOD HEIGHTS 6-34 B,2,3,137530,18190,1,0,0,1740,0,150000,0
68,69,7150,1389,WOODLAND PARK AMD PLAT 29-18 B,2,3,220550,21450,1,0,0,750,5,253500,0
20,65,6045,1260,SUN RAY HOMES GREYNOLDS PK SEC,0,4,256693,130121,1,0,0,3798,3,350000,0
22,68,6180,1021,JUDY MANORS 1ST ADDN  PB 56-50,0,4,174427,77309,1,0,0,0,9,250000,0
20,65,6045,1291,SUN RAY HOMES GREYNOLDS PK SEC,0,4,277012,130121,1,3920,2762,21096,5,370000,0
70,70,11250,2101,GRIFFING BISCAYNE PARK ESTS,0,2,271850,157500,1,0,0,16754,3,410000,0
64,64,8841,2223,4 52 42,0,4,366840,189802,1,0,0,22317,2,440000,0
75,75,8862,1222,ELBARODA GROVE        PB 18-66,0,4,171601,119637,1,0,0,933,7,269000,0
59,64,9300,2603,10-15 52 42,0,4,779156,576600,1,0,0,21387,-1,960000,0
70,70,7668,1549,FLEEMAN HGTS          PB 50-66,0,4,220608,111186,1,0,0,1612,0,199000,0
64,64,4500,900,WASHINGTON PARK       PB 2-95,0,4,131402,65404,1,0,0,3358,0,172500,0
70,70,6938,1596,FULFORD HOMES         PB 55-55,0,4,207480,104070,1,0,0,0,1,234000,0
63,63,4500,921,17 52 42,0,4,133032,65404,1,0,0,3526,4,252000,0
